date,season,month,team,opponent,home_away,runs_for,runs_against,result,win,loss,draw,run_diff,stadium,game_id,source_url
2024-07-09,2024,7,KIA,LG,away,11,4,W,1,0,0,7,잠실,20240709HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240709&gameId=20240709HTLG0
2024-07-10,2024,7,KIA,LG,away,5,2,W,1,0,0,3,잠실,20240710HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240710&gameId=20240710HTLG0
2024-07-10,2024,7,삼성,NC,home,15,6,W,1,0,0,9,대구,20240710NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240710&gameId=20240710NCSS0
2024-07-11,2024,7,KIA,LG,away,4,2,W,1,0,0,2,잠실,20240711HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240711&gameId=20240711HTLG0
2024-07-11,2024,7,삼성,NC,home,6,4,W,1,0,0,2,대구,20240711NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240711&gameId=20240711NCSS0
2024-07-12,2024,7,KIA,SSG,home,6,14,L,0,1,0,-8,광주,20240712SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240712&gameId=20240712SKHT0
2024-07-12,2024,7,삼성,두산,away,9,5,W,1,0,0,4,잠실,20240712SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240712&gameId=20240712SSOB0
2024-07-13,2024,7,KIA,SSG,home,9,15,L,0,1,0,-6,광주,20240713SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240713&gameId=20240713SKHT0
2024-07-13,2024,7,삼성,두산,away,4,8,L,0,1,0,-4,잠실,20240713SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240713&gameId=20240713SSOB0
2024-07-14,2024,7,KIA,SSG,home,13,4,W,1,0,0,9,광주,20240714SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240714&gameId=20240714SKHT0
2024-07-14,2024,7,삼성,두산,away,6,2,W,1,0,0,4,잠실,20240714SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240714&gameId=20240714SSOB0
2024-07-17,2024,7,KIA,삼성,home,10,5,W,1,0,0,5,광주,20240717SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240717&gameId=20240717SSHT0
2024-07-17,2024,7,삼성,KIA,away,5,10,L,0,1,0,-5,광주,20240717SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240717&gameId=20240717SSHT0
2024-07-18,2024,7,KIA,삼성,home,10,4,W,1,0,0,6,광주,20240718SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240718&gameId=20240718SSHT0
2024-07-18,2024,7,삼성,KIA,away,4,10,L,0,1,0,-6,광주,20240718SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240718&gameId=20240718SSHT0
2024-07-19,2024,7,KIA,한화,away,7,3,W,1,0,0,4,한밭,20240719HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240719&gameId=20240719HTHH0
2024-07-19,2024,7,삼성,롯데,home,6,10,L,0,1,0,-4,대구,20240719LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240719&gameId=20240719LTSS0
2024-07-20,2024,7,KIA,한화,away,8,4,W,1,0,0,4,한밭,20240720HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240720&gameId=20240720HTHH0
2024-07-20,2024,7,삼성,롯데,home,21,4,W,1,0,0,17,대구,20240720LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240720&gameId=20240720LTSS0
2024-07-21,2024,7,KIA,한화,away,8,7,W,1,0,0,1,한밭,20240721HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240721&gameId=20240721HTHH0
2024-07-21,2024,7,삼성,롯데,home,6,5,W,1,0,0,1,대구,20240721LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240721&gameId=20240721LTSS0
2024-07-23,2024,7,KIA,NC,home,8,1,W,1,0,0,7,광주,20240723NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240723&gameId=20240723NCHT0
2024-07-23,2024,7,삼성,한화,away,5,6,L,0,1,0,-1,한밭,20240723SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240723&gameId=20240723SSHH0
2024-07-24,2024,7,KIA,NC,home,7,0,W,1,0,0,7,광주,20240724NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240724&gameId=20240724NCHT0
2024-07-24,2024,7,삼성,한화,away,2,3,L,0,1,0,-1,한밭,20240724SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240724&gameId=20240724SSHH0
2024-07-25,2024,7,KIA,NC,home,4,7,L,0,1,0,-3,광주,20240725NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240725&gameId=20240725NCHT0
2024-07-26,2024,7,KIA,키움,away,4,5,L,0,1,0,-1,고척,20240726HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240726&gameId=20240726HTWO0
2024-07-26,2024,7,삼성,KT,home,1,4,L,0,1,0,-3,대구,20240726KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240726&gameId=20240726KTSS0
2024-07-27,2024,7,KIA,키움,away,5,6,L,0,1,0,-1,고척,20240727HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240727&gameId=20240727HTWO0
2024-07-27,2024,7,삼성,KT,home,3,2,W,1,0,0,1,대구,20240727KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240727&gameId=20240727KTSS0
2024-07-28,2024,7,KIA,키움,away,4,3,W,1,0,0,1,고척,20240728HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240728&gameId=20240728HTWO0
2024-07-28,2024,7,삼성,KT,home,3,4,L,0,1,0,-1,대구,20240728KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240728&gameId=20240728KTSS0
2024-07-30,2024,7,KIA,두산,home,7,12,L,0,1,0,-5,광주,20240730OBHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240730&gameId=20240730OBHT0
2024-07-30,2024,7,삼성,LG,away,7,1,W,1,0,0,6,잠실,20240730SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240730&gameId=20240730SSLG0
2024-07-31,2024,7,KIA,두산,home,6,30,L,0,1,0,-24,광주,20240731OBHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240731&gameId=20240731OBHT0
2024-07-31,2024,7,삼성,LG,away,5,11,L,0,1,0,-6,잠실,20240731SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240731&gameId=20240731SSLG0
2024-08-01,2024,8,KIA,두산,home,0,1,L,0,1,0,-1,광주,20240801OBHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240801&gameId=20240801OBHT0
2024-08-01,2024,8,삼성,LG,away,7,0,W,1,0,0,7,잠실,20240801SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240801&gameId=20240801SSLG0
2024-08-02,2024,8,KIA,한화,away,3,10,L,0,1,0,-7,한밭,20240802HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240802&gameId=20240802HTHH0
2024-08-02,2024,8,삼성,SSG,home,4,3,W,1,0,0,1,대구,20240802SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240802&gameId=20240802SKSS0
2024-08-03,2024,8,KIA,한화,away,7,3,W,1,0,0,4,한밭,20240803HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240803&gameId=20240803HTHH0
2024-08-03,2024,8,삼성,SSG,home,12,4,W,1,0,0,8,대구,20240803SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240803&gameId=20240803SKSS0
2024-08-04,2024,8,삼성,SSG,home,8,3,W,1,0,0,5,대구,20240804SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240804&gameId=20240804SKSS0
2024-08-06,2024,8,삼성,한화,home,5,8,L,0,1,0,-3,대구,20240806HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240806&gameId=20240806HHSS0
2024-08-06,2024,8,KIA,KT,home,2,0,W,1,0,0,2,광주,20240806KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240806&gameId=20240806KTHT0
2024-08-07,2024,8,삼성,한화,home,10,6,W,1,0,0,4,대구,20240807HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240807&gameId=20240807HHSS0
2024-08-07,2024,8,KIA,KT,home,2,13,L,0,1,0,-11,광주,20240807KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240807&gameId=20240807KTHT0
2024-08-08,2024,8,삼성,한화,home,4,6,L,0,1,0,-2,대구,20240808HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240808&gameId=20240808HHSS0
2024-08-08,2024,8,KIA,KT,home,0,1,L,0,1,0,-1,광주,20240808KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240808&gameId=20240808KTHT0
2024-08-09,2024,8,KIA,삼성,home,9,8,W,1,0,0,1,광주,20240809SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240809&gameId=20240809SSHT0
2024-08-09,2024,8,삼성,KIA,away,8,9,L,0,1,0,-1,광주,20240809SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240809&gameId=20240809SSHT0
2024-08-11,2024,8,KIA,삼성,home,4,5,L,0,1,0,-1,광주,20240811SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240811&gameId=20240811SSHT0
2024-08-11,2024,8,삼성,KIA,away,5,4,W,1,0,0,1,광주,20240811SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240811&gameId=20240811SSHT0
2024-08-13,2024,8,KIA,키움,away,2,0,W,1,0,0,2,고척,20240813HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240813&gameId=20240813HTWO0
2024-08-13,2024,8,삼성,KT,home,7,2,W,1,0,0,5,대구,20240813KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240813&gameId=20240813KTSS0
2024-08-14,2024,8,KIA,키움,away,1,2,L,0,1,0,-1,고척,20240814HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240814&gameId=20240814HTWO0
2024-08-14,2024,8,삼성,KT,home,3,1,W,1,0,0,2,대구,20240814KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240814&gameId=20240814KTSS0
2024-08-15,2024,8,KIA,키움,away,12,1,W,1,0,0,11,고척,20240815HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240815&gameId=20240815HTWO0
2024-08-15,2024,8,삼성,KT,home,3,5,L,0,1,0,-2,대구,20240815KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240815&gameId=20240815KTSS0
2024-08-16,2024,8,KIA,LG,away,3,2,W,1,0,0,1,잠실,20240816HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240816&gameId=20240816HTLG0
2024-08-16,2024,8,삼성,NC,away,7,3,W,1,0,0,4,창원,20240816SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240816&gameId=20240816SSNC0
2024-08-17,2024,8,KIA,LG,away,14,4,W,1,0,0,10,잠실,20240817HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240817&gameId=20240817HTLG0
2024-08-17,2024,8,삼성,NC,away,5,4,W,1,0,0,1,창원,20240817SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240817&gameId=20240817SSNC0
2024-08-18,2024,8,KIA,LG,away,4,0,W,1,0,0,4,잠실,20240818HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240818&gameId=20240818HTLG0
2024-08-18,2024,8,삼성,NC,away,5,3,W,1,0,0,2,창원,20240818SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240818&gameId=20240818SSNC0
2024-08-20,2024,8,삼성,두산,home,3,0,W,1,0,0,3,포항,20240820OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240820&gameId=20240820OBSS0
2024-08-21,2024,8,KIA,롯데,home,6,5,W,1,0,0,1,광주,20240821LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240821&gameId=20240821LTHT0
2024-08-21,2024,8,삼성,두산,home,2,5,L,0,1,0,-3,포항,20240821OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240821&gameId=20240821OBSS0
2024-08-22,2024,8,KIA,롯데,home,6,4,W,1,0,0,2,광주,20240822LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240822&gameId=20240822LTHT0
2024-08-23,2024,8,KIA,NC,away,4,17,L,0,1,0,-13,창원,20240823HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240823&gameId=20240823HTNC0
2024-08-23,2024,8,삼성,롯데,home,5,3,W,1,0,0,2,대구,20240823LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240823&gameId=20240823LTSS0
2024-08-24,2024,8,KIA,NC,away,2,0,W,1,0,0,2,창원,20240824HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240824&gameId=20240824HTNC0
2024-08-24,2024,8,삼성,롯데,home,3,11,L,0,1,0,-8,대구,20240824LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240824&gameId=20240824LTSS0
2024-08-25,2024,8,KIA,NC,away,2,8,L,0,1,0,-6,창원,20240825HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240825&gameId=20240825HTNC0
2024-08-25,2024,8,삼성,롯데,home,10,5,W,1,0,0,5,대구,20240825LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240825&gameId=20240825LTSS0
2024-08-27,2024,8,KIA,SSG,home,10,4,W,1,0,0,6,광주,20240827SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240827&gameId=20240827SKHT0
2024-08-27,2024,8,삼성,키움,away,1,0,W,1,0,0,1,고척,20240827SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240827&gameId=20240827SSWO0
2024-08-28,2024,8,KIA,SSG,home,7,6,W,1,0,0,1,광주,20240828SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240828&gameId=20240828SKHT0
2024-08-28,2024,8,삼성,키움,away,9,5,W,1,0,0,4,고척,20240828SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240828&gameId=20240828SSWO0
2024-08-29,2024,8,KIA,SSG,home,4,10,L,0,1,0,-6,광주,20240829SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240829&gameId=20240829SKHT0
2024-08-29,2024,8,삼성,키움,away,1,0,W,1,0,0,1,고척,20240829SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240829&gameId=20240829SSWO0
2024-08-31,2024,8,KIA,삼성,away,15,13,W,1,0,0,2,대구,20240831HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240831&gameId=20240831HTSS0
2024-08-31,2024,8,삼성,KIA,home,13,15,L,0,1,0,-2,대구,20240831HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240831&gameId=20240831HTSS0
2024-09-01,2024,9,KIA,삼성,away,6,5,W,1,0,0,1,대구,20240901HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240901&gameId=20240901HTSS0
2024-09-01,2024,9,삼성,KIA,home,5,6,L,0,1,0,-1,대구,20240901HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240901&gameId=20240901HTSS0
2024-09-03,2024,9,KIA,LG,home,7,5,W,1,0,0,2,광주,20240903LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240903&gameId=20240903LGHT0
2024-09-03,2024,9,삼성,롯데,home,5,1,W,1,0,0,4,대구,20240903LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240903&gameId=20240903LTSS0
2024-09-04,2024,9,KIA,한화,home,4,5,L,0,1,0,-1,광주,20240904HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240904&gameId=20240904HHHT0
2024-09-04,2024,9,삼성,두산,home,7,3,W,1,0,0,4,대구,20240904OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240904&gameId=20240904OBSS0
2024-09-05,2024,9,KIA,한화,home,4,3,W,1,0,0,1,광주,20240905HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240905&gameId=20240905HHHT0
2024-09-06,2024,9,삼성,롯데,away,7,2,W,1,0,0,5,사직,20240906SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240906&gameId=20240906SSLT0
2024-09-06,2024,9,KIA,키움,home,14,0,W,1,0,0,14,광주,20240906WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240906&gameId=20240906WOHT0
2024-09-07,2024,9,삼성,NC,home,1,9,L,0,1,0,-8,대구,20240907NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240907&gameId=20240907NCSS0
2024-09-07,2024,9,KIA,키움,home,6,2,W,1,0,0,4,광주,20240907WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240907&gameId=20240907WOHT0
2024-09-08,2024,9,삼성,NC,home,10,2,W,1,0,0,8,대구,20240908NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240908&gameId=20240908NCSS0
2024-09-08,2024,9,KIA,키움,home,5,2,W,1,0,0,3,광주,20240908WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240908&gameId=20240908WOHT0
2024-09-11,2024,9,삼성,한화,away,10,1,W,1,0,0,9,한밭,20240911SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240911&gameId=20240911SSHH0
2024-09-12,2024,9,KIA,롯데,home,10,0,W,1,0,0,10,광주,20240912LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240912&gameId=20240912LTHT0
2024-09-12,2024,9,삼성,한화,away,7,1,W,1,0,0,6,한밭,20240912SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240912&gameId=20240912SSHH0
2024-09-14,2024,9,삼성,SSG,away,9,11,L,0,1,0,-2,문학,20240914SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240914&gameId=20240914SSSK0
2024-09-14,2024,9,KIA,키움,home,3,2,W,1,0,0,1,광주,20240914WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240914&gameId=20240914WOHT0
2024-09-15,2024,9,삼성,SSG,away,9,14,L,0,1,0,-5,문학,20240915SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240915&gameId=20240915SSSK0
2024-09-15,2024,9,KIA,키움,home,5,10,L,0,1,0,-5,광주,20240915WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240915&gameId=20240915WOHT0
2024-09-16,2024,9,KIA,KT,away,11,5,W,1,0,0,6,수원,20240916HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240916&gameId=20240916HTKT0
2024-09-17,2024,9,KIA,SSG,away,0,2,L,0,1,0,-2,문학,20240917HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240917&gameId=20240917HTSK0
2024-09-17,2024,9,삼성,두산,away,4,8,L,0,1,0,-4,잠실,20240917SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240917&gameId=20240917SSOB0
2024-09-18,2024,9,삼성,KT,away,8,6,W,1,0,0,2,수원,20240918SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240918&gameId=20240918SSKT0
2024-09-19,2024,9,KIA,두산,away,4,9,L,0,1,0,-5,잠실,20240919HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240919&gameId=20240919HTOB0
2024-09-19,2024,9,삼성,KT,away,5,12,L,0,1,0,-7,수원,20240919SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240919&gameId=20240919SSKT0
2024-09-22,2024,9,삼성,키움,home,9,8,W,1,0,0,1,대구,20240922WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240922&gameId=20240922WOSS0
2024-09-23,2024,9,KIA,삼성,home,5,3,W,1,0,0,2,광주,20240923SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240923&gameId=20240923SSHT0
2024-09-23,2024,9,삼성,KIA,away,3,5,L,0,1,0,-2,광주,20240923SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240923&gameId=20240923SSHT0
2024-09-24,2024,9,KIA,삼성,home,7,1,W,1,0,0,6,광주,20240924SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240924&gameId=20240924SSHT0
2024-09-24,2024,9,삼성,KIA,away,1,7,L,0,1,0,-6,광주,20240924SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240924&gameId=20240924SSHT0
2024-09-25,2024,9,KIA,롯데,home,2,5,L,0,1,0,-3,광주,20240925LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240925&gameId=20240925LTHT0
2024-09-25,2024,9,삼성,키움,home,6,3,W,1,0,0,3,대구,20240925WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240925&gameId=20240925WOSS0
2024-09-27,2024,9,KIA,한화,away,0,8,L,0,1,0,-8,한밭,20240927HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240927&gameId=20240927HTHH0
2024-09-28,2024,9,KIA,롯데,away,12,8,W,1,0,0,4,사직,20240928HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240928&gameId=20240928HTLT0
2024-09-28,2024,9,삼성,LG,home,4,11,L,0,1,0,-7,대구,20240928LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240928&gameId=20240928LGSS0
2024-09-30,2024,9,KIA,NC,home,10,5,W,1,0,0,5,광주,20240930NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20240930&gameId=20240930NCHT0
2025-03-22,2025,3,KIA,NC,home,9,2,W,1,0,0,7,광주,20250322NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250322&gameId=20250322NCHT0
2025-03-22,2025,3,삼성,키움,home,13,5,W,1,0,0,8,대구,20250322WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250322&gameId=20250322WOSS0
2025-03-23,2025,3,KIA,NC,home,4,5,L,0,1,0,-1,광주,20250323NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250323&gameId=20250323NCHT0
2025-03-23,2025,3,삼성,키움,home,11,7,W,1,0,0,4,대구,20250323WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250323&gameId=20250323WOSS0
2025-03-25,2025,3,삼성,NC,home,14,5,W,1,0,0,9,대구,20250325NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250325&gameId=20250325NCSS0
2025-03-25,2025,3,KIA,키움,home,11,6,W,1,0,0,5,광주,20250325WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250325&gameId=20250325WOHT0
2025-03-26,2025,3,삼성,NC,home,6,8,L,0,1,0,-2,대구,20250326NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250326&gameId=20250326NCSS0
2025-03-26,2025,3,KIA,키움,home,10,17,L,0,1,0,-7,광주,20250326WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250326&gameId=20250326WOHT0
2025-03-27,2025,3,삼성,NC,home,5,11,L,0,1,0,-6,대구,20250327NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250327&gameId=20250327NCSS0
2025-03-27,2025,3,KIA,키움,home,3,5,L,0,1,0,-2,광주,20250327WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250327&gameId=20250327WOHT0
2025-03-28,2025,3,KIA,한화,away,2,7,L,0,1,0,-5,대전,20250328HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250328&gameId=20250328HTHH0
2025-03-28,2025,3,삼성,두산,away,0,2,L,0,1,0,-2,잠실,20250328SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250328&gameId=20250328SSOB0
2025-03-29,2025,3,KIA,한화,away,4,5,L,0,1,0,-1,대전,20250329HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250329&gameId=20250329HTHH0
2025-03-29,2025,3,삼성,두산,away,13,2,W,1,0,0,11,잠실,20250329SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250329&gameId=20250329SSOB0
2025-03-30,2025,3,KIA,한화,away,5,3,W,1,0,0,2,대전,20250330HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250330&gameId=20250330HTHH0
2025-03-30,2025,3,삼성,두산,away,3,2,W,1,0,0,1,잠실,20250330SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250330&gameId=20250330SSOB0
2025-04-02,2025,4,KIA,삼성,home,2,4,L,0,1,0,-2,광주,20250402SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250402&gameId=20250402SSHT0
2025-04-02,2025,4,삼성,KIA,away,4,2,W,1,0,0,2,광주,20250402SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250402&gameId=20250402SSHT0
