date,season,month,team,opponent,home_away,runs_for,runs_against,result,win,loss,draw,run_diff,stadium,game_id,source_url
2025-04-03,2025,4,KIA,삼성,home,3,1,W,1,0,0,2,광주,20250403SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250403&gameId=20250403SSHT0
2025-04-03,2025,4,삼성,KIA,away,1,3,L,0,1,0,-2,광주,20250403SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250403&gameId=20250403SSHT0
2025-04-04,2025,4,삼성,한화,home,5,0,W,1,0,0,5,대구,20250404HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250404&gameId=20250404HHSS0
2025-04-04,2025,4,KIA,LG,away,2,8,L,0,1,0,-6,잠실,20250404HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250404&gameId=20250404HTLG0
2025-04-05,2025,4,삼성,한화,home,6,7,L,0,1,0,-1,대구,20250405HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250405&gameId=20250405HHSS0
2025-04-06,2025,4,삼성,한화,home,10,0,W,1,0,0,10,대구,20250406HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250406&gameId=20250406HHSS0
2025-04-06,2025,4,KIA,LG,away,1,5,L,0,1,0,-4,잠실,20250406HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250406&gameId=20250406HTLG0
2025-04-08,2025,4,KIA,롯데,away,5,4,W,1,0,0,1,사직,20250408HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250408&gameId=20250408HTLT0
2025-04-08,2025,4,삼성,SSG,home,7,3,W,1,0,0,4,대구,20250408SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250408&gameId=20250408SKSS0
2025-04-09,2025,4,KIA,롯데,away,3,1,W,1,0,0,2,사직,20250409HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250409&gameId=20250409HTLT0
2025-04-09,2025,4,삼성,SSG,home,1,3,L,0,1,0,-2,대구,20250409SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250409&gameId=20250409SKSS0
2025-04-10,2025,4,KIA,롯데,away,3,8,L,0,1,0,-5,사직,20250410HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250410&gameId=20250410HTLT0
2025-04-10,2025,4,삼성,SSG,home,3,2,W,1,0,0,1,대구,20250410SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250410&gameId=20250410SKSS0
2025-04-11,2025,4,KIA,SSG,home,3,9,L,0,1,0,-6,광주,20250411SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250411&gameId=20250411SKHT0
2025-04-11,2025,4,삼성,KT,away,3,5,L,0,1,0,-2,수원,20250411SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250411&gameId=20250411SSKT0
2025-04-13,2025,4,KIA,SSG,home,11,5,W,1,0,0,6,광주,20250413SKHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250413&gameId=20250413SKHT0
2025-04-13,2025,4,삼성,KT,away,5,6,L,0,1,0,-1,수원,20250413SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250413&gameId=20250413SSKT0
2025-04-15,2025,4,KIA,KT,home,1,0,W,1,0,0,1,광주,20250415KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250415&gameId=20250415KTHT0
2025-04-15,2025,4,삼성,LG,away,0,3,L,0,1,0,-3,잠실,20250415SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250415&gameId=20250415SSLG0
2025-04-16,2025,4,KIA,KT,home,0,3,L,0,1,0,-3,광주,20250416KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250416&gameId=20250416KTHT0
2025-04-16,2025,4,삼성,LG,away,2,12,L,0,1,0,-10,잠실,20250416SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250416&gameId=20250416SSLG0
2025-04-17,2025,4,KIA,KT,home,5,4,W,1,0,0,1,광주,20250417KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250417&gameId=20250417KTHT0
2025-04-17,2025,4,삼성,LG,away,6,3,W,1,0,0,3,잠실,20250417SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250417&gameId=20250417SSLG0
2025-04-18,2025,4,KIA,두산,away,1,7,L,0,1,0,-6,잠실,20250418HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250418&gameId=20250418HTOB0
2025-04-18,2025,4,삼성,롯데,home,1,8,L,0,1,0,-7,대구,20250418LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250418&gameId=20250418LTSS0
2025-04-19,2025,4,KIA,두산,away,8,4,W,1,0,0,4,잠실,20250419HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250419&gameId=20250419HTOB0
2025-04-19,2025,4,삼성,롯데,home,10,3,W,1,0,0,7,대구,20250419LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250419&gameId=20250419LTSS0
2025-04-20,2025,4,KIA,두산,away,6,2,W,1,0,0,4,잠실,20250420HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250420&gameId=20250420HTOB0
2025-04-20,2025,4,삼성,롯데,home,3,4,L,0,1,0,-1,대구,20250420LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250420&gameId=20250420LTSS0
2025-04-23,2025,4,KIA,삼성,away,2,7,L,0,1,0,-5,대구,20250423HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250423&gameId=20250423HTSS0
2025-04-23,2025,4,삼성,KIA,home,7,2,W,1,0,0,5,대구,20250423HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250423&gameId=20250423HTSS0
2025-04-24,2025,4,KIA,삼성,away,5,17,L,0,1,0,-12,대구,20250424HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250424&gameId=20250424HTSS0
2025-04-24,2025,4,삼성,KIA,home,17,5,W,1,0,0,12,대구,20250424HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250424&gameId=20250424HTSS0
2025-04-25,2025,4,KIA,LG,home,5,6,L,0,1,0,-1,광주,20250425LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250425&gameId=20250425LGHT0
2025-04-25,2025,4,삼성,NC,home,10,6,W,1,0,0,4,대구,20250425NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250425&gameId=20250425NCSS0
2025-04-26,2025,4,KIA,LG,home,8,4,W,1,0,0,4,광주,20250426LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250426&gameId=20250426LGHT0
2025-04-26,2025,4,삼성,NC,home,9,1,W,1,0,0,8,대구,20250426NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250426&gameId=20250426NCSS0
2025-04-27,2025,4,KIA,LG,home,3,2,W,1,0,0,1,광주,20250427LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250427&gameId=20250427LGHT0
2025-04-27,2025,4,삼성,NC,home,8,4,W,1,0,0,4,대구,20250427NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250427&gameId=20250427NCSS0
2025-04-29,2025,4,KIA,NC,home,13,3,W,1,0,0,10,광주,20250429NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250429&gameId=20250429NCHT0
2025-04-29,2025,4,삼성,SSG,away,3,1,W,1,0,0,2,문학,20250429SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250429&gameId=20250429SSSK0
2025-04-30,2025,4,KIA,NC,home,0,7,L,0,1,0,-7,광주,20250430NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250430&gameId=20250430NCHT0
2025-04-30,2025,4,삼성,SSG,away,6,6,D,0,0,1,0,문학,20250430SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250430&gameId=20250430SSSK0
2025-05-01,2025,5,삼성,SSG,away,1,4,L,0,1,0,-3,문학,20250501SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250501&gameId=20250501SSSK0
2025-05-02,2025,5,KIA,한화,home,2,3,L,0,1,0,-1,광주,20250502HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250502&gameId=20250502HHHT0
2025-05-02,2025,5,삼성,두산,home,6,2,W,1,0,0,4,대구,20250502OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250502&gameId=20250502OBSS0
2025-05-03,2025,5,삼성,두산,home,1,6,L,0,1,0,-5,대구,20250503OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250503&gameId=20250503OBSS0
2025-05-04,2025,5,KIA,한화,home,1,3,L,0,1,0,-2,광주,20250504HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250504&gameId=20250504HHHT0
2025-05-04,2025,5,삼성,두산,home,6,11,L,0,1,0,-5,대구,20250504OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250504&gameId=20250504OBSS0
2025-05-05,2025,5,KIA,키움,away,13,1,W,1,0,0,12,고척,20250505HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250505&gameId=20250505HTWO0
2025-05-05,2025,5,삼성,한화,away,1,3,L,0,1,0,-2,대전,20250505SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250505&gameId=20250505SSHH0
2025-05-06,2025,5,KIA,키움,away,5,3,W,1,0,0,2,고척,20250506HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250506&gameId=20250506HTWO0
2025-05-06,2025,5,삼성,한화,away,1,3,L,0,1,0,-2,대전,20250506SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250506&gameId=20250506SSHH0
2025-05-07,2025,5,KIA,키움,away,10,11,L,0,1,0,-1,고척,20250507HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250507&gameId=20250507HTWO0
2025-05-07,2025,5,삼성,한화,away,6,10,L,0,1,0,-4,대전,20250507SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250507&gameId=20250507SSHH0
2025-05-10,2025,5,KIA,SSG,away,5,4,W,1,0,0,1,문학,20250510HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250510&gameId=20250510HTSK0
2025-05-10,2025,5,삼성,LG,home,4,5,L,0,1,0,-1,대구,20250510LGSS1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250510&gameId=20250510LGSS1
2025-05-10,2025,5,삼성,LG,home,1,4,L,0,1,0,-3,대구,20250510LGSS2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250510&gameId=20250510LGSS2
2025-05-11,2025,5,KIA,SSG,away,4,8,L,0,1,0,-4,문학,20250511HTSK1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250511&gameId=20250511HTSK1
2025-05-11,2025,5,KIA,SSG,away,1,5,L,0,1,0,-4,문학,20250511HTSK2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250511&gameId=20250511HTSK2
2025-05-11,2025,5,삼성,LG,home,4,7,L,0,1,0,-3,대구,20250511LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250511&gameId=20250511LGSS0
2025-05-13,2025,5,삼성,KT,home,5,3,W,1,0,0,2,포항,20250513KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250513&gameId=20250513KTSS0
2025-05-13,2025,5,KIA,롯데,home,4,1,W,1,0,0,3,광주,20250513LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250513&gameId=20250513LTHT0
2025-05-14,2025,5,삼성,KT,home,2,3,L,0,1,0,-1,포항,20250514KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250514&gameId=20250514KTSS0
2025-05-14,2025,5,KIA,롯데,home,0,4,L,0,1,0,-4,광주,20250514LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250514&gameId=20250514LTHT0
2025-05-15,2025,5,삼성,KT,home,13,0,W,1,0,0,13,포항,20250515KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250515&gameId=20250515KTSS0
2025-05-15,2025,5,KIA,롯데,home,7,6,W,1,0,0,1,광주,20250515LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250515&gameId=20250515LTHT0
2025-05-17,2025,5,KIA,두산,home,5,2,W,1,0,0,3,광주,20250517OBHT1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250517&gameId=20250517OBHT1
2025-05-17,2025,5,KIA,두산,home,4,1,W,1,0,0,3,광주,20250517OBHT2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250517&gameId=20250517OBHT2
2025-05-17,2025,5,삼성,롯데,away,5,7,L,0,1,0,-2,사직,20250517SSLT1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250517&gameId=20250517SSLT1
2025-05-17,2025,5,삼성,롯데,away,7,8,L,0,1,0,-1,사직,20250517SSLT2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250517&gameId=20250517SSLT2
2025-05-18,2025,5,KIA,두산,home,5,4,W,1,0,0,1,광주,20250518OBHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250518&gameId=20250518OBHT0
2025-05-18,2025,5,삼성,롯데,away,3,6,L,0,1,0,-3,사직,20250518SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250518&gameId=20250518SSLT0
2025-05-20,2025,5,KIA,KT,away,3,5,L,0,1,0,-2,수원,20250520HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250520&gameId=20250520HTKT0
2025-05-20,2025,5,삼성,키움,away,6,3,W,1,0,0,3,고척,20250520SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250520&gameId=20250520SSWO0
2025-05-21,2025,5,KIA,KT,away,1,3,L,0,1,0,-2,수원,20250521HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250521&gameId=20250521HTKT0
2025-05-21,2025,5,삼성,키움,away,6,1,W,1,0,0,5,고척,20250521SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250521&gameId=20250521SSWO0
2025-05-22,2025,5,KIA,KT,away,8,3,W,1,0,0,5,수원,20250522HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250522&gameId=20250522HTKT0
2025-05-22,2025,5,삼성,키움,away,2,0,W,1,0,0,2,고척,20250522SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250522&gameId=20250522SSWO0
2025-05-23,2025,5,KIA,삼성,away,7,6,W,1,0,0,1,대구,20250523HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250523&gameId=20250523HTSS0
2025-05-23,2025,5,삼성,KIA,home,6,7,L,0,1,0,-1,대구,20250523HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250523&gameId=20250523HTSS0
2025-05-24,2025,5,KIA,삼성,away,4,8,L,0,1,0,-4,대구,20250524HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250524&gameId=20250524HTSS0
2025-05-24,2025,5,삼성,KIA,home,8,4,W,1,0,0,4,대구,20250524HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250524&gameId=20250524HTSS0
2025-05-25,2025,5,KIA,삼성,away,2,3,L,0,1,0,-1,대구,20250525HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250525&gameId=20250525HTSS0
2025-05-25,2025,5,삼성,KIA,home,3,2,W,1,0,0,1,대구,20250525HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250525&gameId=20250525HTSS0
2025-05-27,2025,5,삼성,롯데,home,7,3,W,1,0,0,4,대구,20250527LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250527&gameId=20250527LTSS0
2025-05-27,2025,5,KIA,키움,home,7,5,W,1,0,0,2,광주,20250527WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250527&gameId=20250527WOHT0
2025-05-28,2025,5,KIA,키움,home,13,7,W,1,0,0,6,광주,20250528WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250528&gameId=20250528WOHT0
2025-05-29,2025,5,삼성,롯데,home,9,3,W,1,0,0,6,대구,20250529LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250529&gameId=20250529LTSS0
2025-05-29,2025,5,KIA,키움,home,3,3,D,0,0,1,0,광주,20250529WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250529&gameId=20250529WOHT0
2025-05-30,2025,5,KIA,KT,away,1,3,L,0,1,0,-2,수원,20250530HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250530&gameId=20250530HTKT0
2025-05-30,2025,5,삼성,LG,away,4,3,W,1,0,0,1,잠실,20250530SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250530&gameId=20250530SSLG0
2025-05-31,2025,5,KIA,KT,away,1,5,L,0,1,0,-4,수원,20250531HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250531&gameId=20250531HTKT0
2025-05-31,2025,5,삼성,LG,away,4,2,W,1,0,0,2,잠실,20250531SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250531&gameId=20250531SSLG0
2025-06-01,2025,6,KIA,KT,away,5,3,W,1,0,0,2,수원,20250601HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250601&gameId=20250601HTKT0
2025-06-01,2025,6,삼성,LG,away,6,4,W,1,0,0,2,잠실,20250601SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250601&gameId=20250601SSLG0
2025-06-03,2025,6,KIA,두산,away,11,3,W,1,0,0,8,잠실,20250603HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250603&gameId=20250603HTOB0
2025-06-03,2025,6,삼성,SSG,away,4,6,L,0,1,0,-2,문학,20250603SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250603&gameId=20250603SSSK0
2025-06-04,2025,6,KIA,두산,away,8,3,W,1,0,0,5,잠실,20250604HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250604&gameId=20250604HTOB0
2025-06-04,2025,6,삼성,SSG,away,1,4,L,0,1,0,-3,문학,20250604SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250604&gameId=20250604SSSK0
2025-06-05,2025,6,KIA,두산,away,1,2,L,0,1,0,-1,잠실,20250605HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250605&gameId=20250605HTOB0
2025-06-05,2025,6,삼성,SSG,away,3,1,W,1,0,0,2,문학,20250605SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250605&gameId=20250605SSSK0
2025-06-06,2025,6,KIA,한화,home,3,2,W,1,0,0,1,광주,20250606HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250606&gameId=20250606HHHT0
2025-06-06,2025,6,삼성,NC,home,7,3,W,1,0,0,4,대구,20250606NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250606&gameId=20250606NCSS0
2025-06-07,2025,6,KIA,한화,home,2,3,L,0,1,0,-1,광주,20250607HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250607&gameId=20250607HHHT0
2025-06-07,2025,6,삼성,NC,home,7,11,L,0,1,0,-4,대구,20250607NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250607&gameId=20250607NCSS0
2025-06-08,2025,6,KIA,한화,home,7,6,W,1,0,0,1,광주,20250608HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250608&gameId=20250608HHHT0
2025-06-08,2025,6,삼성,NC,home,1,0,W,1,0,0,1,대구,20250608NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250608&gameId=20250608NCSS0
2025-06-10,2025,6,KIA,삼성,home,0,8,L,0,1,0,-8,광주,20250610SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250610&gameId=20250610SSHT0
2025-06-10,2025,6,삼성,KIA,away,8,0,W,1,0,0,8,광주,20250610SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250610&gameId=20250610SSHT0
2025-06-11,2025,6,KIA,삼성,home,6,3,W,1,0,0,3,광주,20250611SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250611&gameId=20250611SSHT0
2025-06-11,2025,6,삼성,KIA,away,3,6,L,0,1,0,-3,광주,20250611SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250611&gameId=20250611SSHT0
2025-06-12,2025,6,KIA,삼성,home,1,2,L,0,1,0,-1,광주,20250612SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250612&gameId=20250612SSHT0
2025-06-12,2025,6,삼성,KIA,away,2,1,W,1,0,0,1,광주,20250612SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250612&gameId=20250612SSHT0
2025-06-13,2025,6,KIA,NC,away,1,4,L,0,1,0,-3,창원,20250613HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250613&gameId=20250613HTNC0
2025-06-14,2025,6,KIA,NC,away,9,8,W,1,0,0,1,창원,20250614HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250614&gameId=20250614HTNC0
2025-06-14,2025,6,삼성,KT,home,3,10,L,0,1,0,-7,대구,20250614KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250614&gameId=20250614KTSS0
2025-06-15,2025,6,KIA,NC,away,4,2,W,1,0,0,2,창원,20250615HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250615&gameId=20250615HTNC0
2025-06-15,2025,6,삼성,KT,home,4,16,L,0,1,0,-12,대구,20250615KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250615&gameId=20250615KTSS0
2025-06-17,2025,6,KIA,KT,home,10,3,W,1,0,0,7,광주,20250617KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250617&gameId=20250617KTHT0
2025-06-17,2025,6,삼성,두산,home,12,1,W,1,0,0,11,대구,20250617OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250617&gameId=20250617OBSS0
2025-06-18,2025,6,KIA,KT,home,5,3,W,1,0,0,2,광주,20250618KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250618&gameId=20250618KTHT0
2025-06-18,2025,6,삼성,두산,home,6,3,W,1,0,0,3,대구,20250618OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250618&gameId=20250618OBSS0
2025-06-19,2025,6,KIA,KT,home,5,0,W,1,0,0,5,광주,20250619KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250619&gameId=20250619KTHT0
2025-06-19,2025,6,삼성,두산,home,8,9,L,0,1,0,-1,대구,20250619OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250619&gameId=20250619OBSS0
2025-06-20,2025,6,삼성,롯데,away,1,3,L,0,1,0,-2,사직,20250620SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250620&gameId=20250620SSLT0
2025-06-21,2025,6,KIA,SSG,away,5,5,D,0,0,1,0,문학,20250621HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250621&gameId=20250621HTSK0
2025-06-22,2025,6,KIA,SSG,away,5,4,W,1,0,0,1,문학,20250622HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250622&gameId=20250622HTSK0
2025-06-22,2025,6,삼성,롯데,away,6,9,L,0,1,0,-3,사직,20250622SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250622&gameId=20250622SSLT0
2025-06-24,2025,6,KIA,키움,away,6,9,L,0,1,0,-3,고척,20250624HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250624&gameId=20250624HTWO0
2025-06-25,2025,6,삼성,한화,home,7,2,W,1,0,0,5,대구,20250625HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250625&gameId=20250625HHSS0
2025-06-25,2025,6,KIA,키움,away,6,3,W,1,0,0,3,고척,20250625HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250625&gameId=20250625HTWO0
2025-06-26,2025,6,삼성,한화,home,1,3,L,0,1,0,-2,대구,20250626HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250626&gameId=20250626HHSS0
2025-06-26,2025,6,KIA,키움,away,5,5,D,0,0,1,0,고척,20250626HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250626&gameId=20250626HTWO0
2025-06-27,2025,6,KIA,LG,away,3,4,L,0,1,0,-1,잠실,20250627HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250627&gameId=20250627HTLG0
2025-06-27,2025,6,삼성,키움,away,4,5,L,0,1,0,-1,고척,20250627SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250627&gameId=20250627SSWO0
2025-06-28,2025,6,KIA,LG,away,9,8,W,1,0,0,1,잠실,20250628HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250628&gameId=20250628HTLG0
2025-06-28,2025,6,삼성,키움,away,0,9,L,0,1,0,-9,고척,20250628SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250628&gameId=20250628SSWO0
