date,season,team,opponent,home_away,runs_for,runs_against,stadium,result,status,game_id,source_url
2023-06-30,2023,KIA,LG,away,4,5,잠실,L,completed,20230630HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230630&gameId=20230630HTLG0
2023-07-01,2023,삼성,한화,home,4,10,대구,L,completed,20230701HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230701&gameId=20230701HHSS0
2023-07-01,2023,KIA,LG,away,5,3,잠실,W,completed,20230701HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230701&gameId=20230701HTLG0
2023-07-02,2023,삼성,한화,home,2,1,대구,W,completed,20230702HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230702&gameId=20230702HHSS0
2023-07-02,2023,KIA,LG,away,1,3,잠실,L,completed,20230702HTLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230702&gameId=20230702HTLG0
2023-07-04,2023,KIA,SSG,away,,,문학,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-07-04,2023,삼성,두산,home,3,5,포항,L,completed,20230704OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230704&gameId=20230704OBSS0
2023-07-05,2023,KIA,SSG,away,17,3,문학,W,completed,20230705HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230705&gameId=20230705HTSK0
2023-07-05,2023,삼성,두산,home,4,7,포항,L,completed,20230705OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230705&gameId=20230705OBSS0
2023-07-06,2023,KIA,SSG,away,7,6,문학,W,completed,20230706HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230706&gameId=20230706HTSK0
2023-07-06,2023,삼성,두산,home,1,5,포항,L,completed,20230706OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230706&gameId=20230706OBSS0
2023-07-07,2023,삼성,NC,away,,,창원,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-07-07,2023,KIA,KT,away,6,2,수원,W,completed,20230707HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230707&gameId=20230707HTKT0
2023-07-08,2023,KIA,KT,away,7,0,수원,W,completed,20230708HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230708&gameId=20230708HTKT0
2023-07-08,2023,삼성,NC,away,8,0,창원,W,completed,20230708SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230708&gameId=20230708SSNC0
2023-07-09,2023,KIA,KT,away,5,1,수원,W,completed,20230709HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230709&gameId=20230709HTKT0
2023-07-09,2023,삼성,NC,away,7,0,창원,W,completed,20230709SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230709&gameId=20230709SSNC0
2023-07-11,2023,KIA,삼성,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-07-11,2023,삼성,KIA,away,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-07-12,2023,KIA,삼성,home,3,2,광주,W,completed,20230712SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230712&gameId=20230712SSHT0
2023-07-12,2023,삼성,KIA,away,2,3,광주,L,completed,20230712SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230712&gameId=20230712SSHT0
2023-07-13,2023,KIA,삼성,home,1,4,광주,L,completed,20230713SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230713&gameId=20230713SSHT0
2023-07-13,2023,삼성,KIA,away,4,1,광주,W,completed,20230713SSHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230713&gameId=20230713SSHT0
2023-07-21,2023,삼성,KT,home,2,7,대구,L,completed,20230721KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230721&gameId=20230721KTSS0
2023-07-21,2023,KIA,두산,home,2,5,광주,L,completed,20230721OBHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230721&gameId=20230721OBHT0
2023-07-22,2023,KIA,두산,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-07-22,2023,삼성,KT,home,5,2,대구,W,completed,20230722KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230722&gameId=20230722KTSS0
2023-07-23,2023,KIA,두산,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-07-23,2023,삼성,KT,home,7,8,대구,L,completed,20230723KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230723&gameId=20230723KTSS0
2023-07-25,2023,KIA,NC,away,3,5,창원,L,completed,20230725HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230725&gameId=20230725HTNC0
2023-07-25,2023,삼성,SSG,home,5,1,대구,W,completed,20230725SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230725&gameId=20230725SKSS0
2023-07-26,2023,KIA,NC,away,13,3,창원,W,completed,20230726HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230726&gameId=20230726HTNC0
2023-07-26,2023,삼성,SSG,home,7,8,대구,L,completed,20230726SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230726&gameId=20230726SKSS0
2023-07-27,2023,KIA,NC,away,0,4,창원,L,completed,20230727HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230727&gameId=20230727HTNC0
2023-07-27,2023,삼성,SSG,home,6,5,대구,W,completed,20230727SKSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230727&gameId=20230727SKSS0
2023-07-28,2023,KIA,롯데,home,6,5,광주,W,completed,20230728LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230728&gameId=20230728LTHT0
2023-07-28,2023,삼성,키움,away,5,5,고척,D,completed,20230728SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230728&gameId=20230728SSWO0
2023-07-29,2023,KIA,롯데,home,4,1,광주,W,completed,20230729LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230729&gameId=20230729LTHT0
2023-07-29,2023,삼성,키움,away,7,2,고척,W,completed,20230729SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230729&gameId=20230729SSWO0
2023-07-30,2023,KIA,롯데,home,6,3,광주,W,completed,20230730LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230730&gameId=20230730LTHT0
2023-07-30,2023,삼성,키움,away,10,6,고척,W,completed,20230730SSWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230730&gameId=20230730SSWO0
2023-08-01,2023,KIA,삼성,away,11,8,포항,W,completed,20230801HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230801&gameId=20230801HTSS0
2023-08-01,2023,삼성,KIA,home,8,11,포항,L,completed,20230801HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230801&gameId=20230801HTSS0
2023-08-02,2023,KIA,삼성,away,6,7,포항,L,completed,20230802HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230802&gameId=20230802HTSS0
2023-08-02,2023,삼성,KIA,home,7,6,포항,W,completed,20230802HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230802&gameId=20230802HTSS0
2023-08-03,2023,KIA,삼성,away,12,8,포항,W,completed,20230803HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230803&gameId=20230803HTSS0
2023-08-03,2023,삼성,KIA,home,8,12,포항,L,completed,20230803HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230803&gameId=20230803HTSS0
2023-08-04,2023,KIA,한화,home,9,3,광주,W,completed,20230804HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230804&gameId=20230804HHHT0
2023-08-04,2023,삼성,LG,home,5,4,대구,W,completed,20230804LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230804&gameId=20230804LGSS0
2023-08-05,2023,KIA,한화,home,9,3,광주,W,completed,20230805HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230805&gameId=20230805HHHT0
2023-08-05,2023,삼성,LG,home,6,3,대구,W,completed,20230805LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230805&gameId=20230805LGSS0
2023-08-06,2023,KIA,한화,home,4,4,광주,D,completed,20230806HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230806&gameId=20230806HHHT0
2023-08-06,2023,삼성,LG,home,4,7,대구,L,completed,20230806LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230806&gameId=20230806LGSS0
2023-08-08,2023,KIA,LG,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-08,2023,삼성,두산,away,3,5,잠실,L,completed,20230808SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230808&gameId=20230808SSOB0
2023-08-09,2023,KIA,LG,home,2,6,광주,L,completed,20230809LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230809&gameId=20230809LGHT0
2023-08-09,2023,삼성,두산,away,6,4,잠실,W,completed,20230809SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230809&gameId=20230809SSOB0
2023-08-10,2023,KIA,LG,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-10,2023,삼성,두산,away,,,잠실,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-11,2023,KIA,롯데,away,1,7,사직,L,completed,20230811HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230811&gameId=20230811HTLT0
2023-08-11,2023,삼성,SSG,away,5,4,문학,W,completed,20230811SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230811&gameId=20230811SSSK0
2023-08-12,2023,KIA,롯데,away,13,5,사직,W,completed,20230812HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230812&gameId=20230812HTLT0
2023-08-12,2023,삼성,SSG,away,2,3,문학,L,completed,20230812SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230812&gameId=20230812SSSK0
2023-08-13,2023,KIA,롯데,away,1,6,사직,L,completed,20230813HTLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230813&gameId=20230813HTLT0
2023-08-13,2023,삼성,SSG,away,0,4,문학,L,completed,20230813SSSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230813&gameId=20230813SSSK0
2023-08-15,2023,삼성,LG,home,6,5,대구,W,completed,20230815LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230815&gameId=20230815LGSS0
2023-08-15,2023,KIA,키움,home,6,9,광주,L,completed,20230815WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230815&gameId=20230815WOHT0
2023-08-16,2023,삼성,LG,home,3,6,대구,L,completed,20230816LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230816&gameId=20230816LGSS0
2023-08-16,2023,KIA,키움,home,11,3,광주,W,completed,20230816WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230816&gameId=20230816WOHT0
2023-08-17,2023,삼성,LG,home,4,2,대구,W,completed,20230817LGSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230817&gameId=20230817LGSS0
2023-08-17,2023,KIA,키움,home,8,4,광주,W,completed,20230817WOHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230817&gameId=20230817WOHT0
2023-08-18,2023,KIA,삼성,away,2,12,대구,L,completed,20230818HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230818&gameId=20230818HTSS0
2023-08-18,2023,삼성,KIA,home,12,2,대구,W,completed,20230818HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230818&gameId=20230818HTSS0
2023-08-19,2023,KIA,삼성,away,6,5,대구,W,completed,20230819HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230819&gameId=20230819HTSS0
2023-08-19,2023,삼성,KIA,home,5,6,대구,L,completed,20230819HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230819&gameId=20230819HTSS0
2023-08-20,2023,KIA,삼성,away,4,6,대구,L,completed,20230820HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230820&gameId=20230820HTSS0
2023-08-20,2023,삼성,KIA,home,6,4,대구,W,completed,20230820HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230820&gameId=20230820HTSS0
2023-08-22,2023,KIA,KT,away,4,8,수원,L,completed,20230822HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230822&gameId=20230822HTKT0
2023-08-22,2023,삼성,한화,away,5,3,한밭,W,completed,20230822SSHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230822&gameId=20230822SSHH0
2023-08-23,2023,KIA,KT,away,,,수원,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-23,2023,삼성,한화,away,,,한밭,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-24,2023,삼성,한화,away,,,한밭,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-24,2023,KIA,KT,away,7,3,수원,W,completed,20230824HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230824&gameId=20230824HTKT0
2023-08-25,2023,KIA,한화,home,4,1,광주,W,completed,20230825HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230825&gameId=20230825HHHT0
2023-08-25,2023,삼성,키움,home,4,7,대구,L,completed,20230825WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230825&gameId=20230825WOSS0
2023-08-26,2023,KIA,한화,home,12,4,광주,W,completed,20230826HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230826&gameId=20230826HHHT0
2023-08-26,2023,삼성,키움,home,6,5,대구,W,completed,20230826WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230826&gameId=20230826WOSS0
2023-08-27,2023,KIA,한화,home,5,2,광주,W,completed,20230827HHHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230827&gameId=20230827HHHT0
2023-08-27,2023,삼성,키움,home,8,6,대구,W,completed,20230827WOSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230827&gameId=20230827WOSS0
2023-08-29,2023,KIA,NC,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-29,2023,삼성,KT,away,,,수원,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-30,2023,KIA,NC,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-30,2023,삼성,KT,away,,,수원,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-08-31,2023,KIA,NC,home,13,3,광주,W,completed,20230831NCHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230831&gameId=20230831NCHT0
2023-08-31,2023,삼성,KT,away,4,6,수원,L,completed,20230831SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230831&gameId=20230831SSKT0
2023-09-01,2023,KIA,SSG,away,10,2,문학,W,completed,20230901HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230901&gameId=20230901HTSK0
2023-09-01,2023,삼성,NC,home,0,10,대구,L,completed,20230901NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230901&gameId=20230901NCSS0
2023-09-02,2023,KIA,SSG,away,12,4,문학,W,completed,20230902HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230902&gameId=20230902HTSK0
2023-09-02,2023,삼성,NC,home,1,5,대구,L,completed,20230902NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230902&gameId=20230902NCSS0
2023-09-03,2023,KIA,SSG,away,8,6,문학,W,completed,20230903HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230903&gameId=20230903HTSK0
2023-09-03,2023,삼성,NC,home,6,1,대구,W,completed,20230903NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230903&gameId=20230903NCSS0
2023-09-05,2023,KIA,두산,away,,,잠실,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-09-05,2023,삼성,롯데,away,3,10,울산,L,completed,20230905SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230905&gameId=20230905SSLT0
2023-09-06,2023,KIA,두산,away,7,1,잠실,W,completed,20230906HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230906&gameId=20230906HTOB0
2023-09-06,2023,삼성,롯데,away,7,2,울산,W,completed,20230906SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230906&gameId=20230906SSLT0
2023-09-07,2023,KIA,두산,away,0,3,잠실,L,completed,20230907HTOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230907&gameId=20230907HTOB0
2023-09-07,2023,삼성,롯데,away,1,2,울산,L,completed,20230907SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230907&gameId=20230907SSLT0
2023-09-08,2023,KIA,LG,home,2,12,광주,L,completed,20230908LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230908&gameId=20230908LGHT0
2023-09-08,2023,삼성,두산,away,7,8,잠실,L,completed,20230908SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230908&gameId=20230908SSOB0
2023-09-09,2023,KIA,LG,home,7,6,광주,W,completed,20230909LGHT1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230909&gameId=20230909LGHT1
2023-09-09,2023,KIA,LG,home,12,7,광주,W,completed,20230909LGHT2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230909&gameId=20230909LGHT2
2023-09-09,2023,삼성,두산,away,5,1,잠실,W,completed,20230909SSOB1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230909&gameId=20230909SSOB1
2023-09-09,2023,삼성,두산,away,0,4,잠실,L,completed,20230909SSOB2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230909&gameId=20230909SSOB2
2023-09-10,2023,KIA,LG,home,8,7,광주,W,completed,20230910LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230910&gameId=20230910LGHT0
2023-09-10,2023,삼성,두산,away,2,8,잠실,L,completed,20230910SSOB0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230910&gameId=20230910SSOB0
2023-09-12,2023,KIA,삼성,away,9,10,대구,L,completed,20230912HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230912&gameId=20230912HTSS0
2023-09-12,2023,삼성,KIA,home,10,9,대구,W,completed,20230912HTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230912&gameId=20230912HTSS0
2023-09-13,2023,KIA,롯데,home,1,3,광주,L,completed,20230913LTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230913&gameId=20230913LTHT0
2023-09-14,2023,KIA,롯데,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-09-14,2023,삼성,KT,home,10,4,대구,W,completed,20230914KTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230914&gameId=20230914KTSS0
2023-09-15,2023,KIA,두산,home,6,8,광주,L,completed,20230915OBHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230915&gameId=20230915OBHT0
2023-09-15,2023,삼성,NC,away,1,8,창원,L,completed,20230915SSNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230915&gameId=20230915SSNC0
2023-09-16,2023,KIA,두산,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-09-16,2023,삼성,NC,away,,,창원,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-09-17,2023,삼성,롯데,home,4,7,대구,L,completed,20230917LTSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230917&gameId=20230917LTSS0
2023-09-17,2023,KIA,두산,home,3,8,광주,L,completed,20230917OBHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230917&gameId=20230917OBHT0
2023-09-18,2023,KIA,두산,home,4,8,광주,L,completed,20230918OBHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230918&gameId=20230918OBHT0
2023-09-19,2023,KIA,LG,home,3,4,광주,L,completed,20230919LGHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230919&gameId=20230919LGHT0
2023-09-19,2023,삼성,KT,away,1,7,수원,L,completed,20230919SSKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230919&gameId=20230919SSKT0
2023-09-20,2023,KIA,키움,home,,,광주,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-09-20,2023,삼성,SSG,home,,,대구,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-09-21,2023,KIA,한화,away,8,14,한밭,L,completed,20230921HTHH0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230921&gameId=20230921HTHH0
2023-09-21,2023,삼성,두산,home,1,5,대구,L,completed,20230921OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230921&gameId=20230921OBSS0
2023-09-22,2023,KIA,KT,home,2,1,광주,W,completed,20230922KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230922&gameId=20230922KTHT0
2023-09-22,2023,삼성,두산,home,1,3,대구,L,completed,20230922OBSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230922&gameId=20230922OBSS0
2023-09-23,2023,KIA,KT,home,1,4,광주,L,completed,20230923KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230923&gameId=20230923KTHT0
2023-09-24,2023,KIA,KT,home,2,3,광주,L,completed,20230924KTHT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230924&gameId=20230924KTHT0
2023-09-26,2023,삼성,한화,away,,,한밭,,not_completed,,https://www.koreabaseball.com/Schedule/Schedule.aspx
2023-09-26,2023,KIA,NC,away,6,4,창원,W,completed,20230926HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230926&gameId=20230926HTNC0
2023-09-27,2023,KIA,NC,away,0,7,창원,L,completed,20230927HTNC1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230927&gameId=20230927HTNC1
2023-09-27,2023,KIA,NC,away,6,1,창원,W,completed,20230927HTNC2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230927&gameId=20230927HTNC2
2023-09-27,2023,삼성,한화,away,11,3,한밭,W,completed,20230927SSHH1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230927&gameId=20230927SSHH1
2023-09-27,2023,삼성,한화,away,0,4,한밭,L,completed,20230927SSHH2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230927&gameId=20230927SSHH2
2023-09-28,2023,KIA,NC,away,3,18,창원,L,completed,20230928HTNC0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230928&gameId=20230928HTNC0
2023-09-28,2023,삼성,LG,away,11,1,잠실,W,completed,20230928SSLG0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230928&gameId=20230928SSLG0
2023-09-29,2023,KIA,키움,away,13,5,고척,W,completed,20230929HTWO0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230929&gameId=20230929HTWO0
2023-09-30,2023,KIA,SSG,away,3,4,문학,L,completed,20230930HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230930&gameId=20230930HTSK0
2023-09-30,2023,삼성,NC,home,3,1,대구,W,completed,20230930NCSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20230930&gameId=20230930NCSS0
2023-10-01,2023,KIA,SSG,away,5,6,문학,L,completed,20231001HTSK0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231001&gameId=20231001HTSK0
2023-10-01,2023,삼성,롯데,away,5,8,사직,L,completed,20231001SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231001&gameId=20231001SSLT0
2023-10-02,2023,삼성,롯데,away,9,8,사직,W,completed,20231002SSLT1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231002&gameId=20231002SSLT1
2023-10-02,2023,삼성,롯데,away,8,6,사직,W,completed,20231002SSLT2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231002&gameId=20231002SSLT2
2023-10-03,2023,KIA,KT,away,3,1,수원,W,completed,20231003HTKT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231003&gameId=20231003HTKT0
2023-10-03,2023,삼성,롯데,away,4,10,사직,L,completed,20231003SSLT0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231003&gameId=20231003SSLT0
2023-10-04,2023,삼성,한화,home,7,11,대구,L,completed,20231004HHSS0,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231004&gameId=20231004HHSS0
2023-10-04,2023,KIA,KT,away,10,2,수원,W,completed,20231004HTKT1,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231004&gameId=20231004HTKT1
2023-10-04,2023,KIA,KT,away,2,3,수원,L,completed,20231004HTKT2,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20231004&gameId=20231004HTKT2
